,avgRating,Votes,approval_Index,budget,DomesticGross,WorldwideGross,runtime
1108,6.4,45930.0,4.923015175267683,50000000,26199517,26199517,110.0
1109,6.5,96756.0,5.35831983904128,50000000,25450527,53850527,118.0
1110,5.7,76504.0,4.5841185774246975,50000000,25426861,25426861,101.0
1111,5.3,22341.0,3.773180290603195,50000000,25195050,40119848,97.0
1112,6.8,86698.0,5.556796454514473,50000000,25106325,56890649,132.0
1113,7.2,200295.0,6.335005393347988,50000000,24006726,34806726,119.0
1114,8.1,202790.0,7.150737450709875,50000000,23159305,31333917,86.0
1115,5.2,92221.0,4.241924039313417,50000000,21903748,53956480,120.0
1116,5.5,102080.0,4.535357137659596,50000000,21596445,26121638,102.0
1117,6.0,67533.0,4.777265681404281,50000000,21302340,41642166,92.0
1118,6.9,59024.0,5.445261062239604,50000000,20810036,23237252,139.0
1119,5.7,136355.0,4.826485019492358,50000000,20534907,42002029,95.0
1120,5.4,24405.0,3.881967402639945,50000000,19699706,22099706,100.0
1121,7.5,122055.0,6.331132958675374,50000000,19694635,28920188,130.0
1122,6.1,88823.0,4.982070473068049,50000000,19452138,60282876,124.0
1123,5.9,77492.0,4.7551605605736,50000000,18782227,41982227,110.0
1124,7.6,246879.0,6.811200512419473,50000000,17181265,56077088,100.0
1125,7.5,117221.0,6.308833788277834,50000000,15138334,37994866,144.0
1126,6.4,67522.0,5.104461947138292,50000000,14271297,14271297,158.0
1127,4.3,13224.0,2.870483251519404,50000000,11497497,26097497,91.0
1128,5.4,100549.0,4.444495268571311,50000000,10721033,41042583,104.0
1129,6.3,20314.0,4.46588728261268,50000000,10561038,10561038,114.0
1130,5.3,15703.0,3.635695625094354,50000000,10359006,10359006,135.0
1131,5.9,67890.0,4.697736142841282,50000000,10169202,23574057,127.0
1132,5.3,13111.0,3.5653489233145623,50000000,9812870,9812870,95.0
1133,3.7,24354.0,2.617795390522218,50000000,8742261,12660287,96.0
1134,6.3,41096.0,4.792485895218603,50000000,8355815,8374062,109.0
1135,6.1,22663.0,4.369038117931508,50000000,8267544,45285890,89.0
1136,6.3,55908.0,4.935156774984593,50000000,8237403,12732039,120.0
1137,7.3,112967.0,6.117228786666747,50000000,8017467,37472651,135.0
1138,4.9,18448.0,3.409435108661282,50000000,6471394,6626115,88.0
1139,5.6,9620.0,3.647058566683371,50000000,6291602,6291602,105.0
1140,4.8,2056.0,2.562261972343157,50000000,5801249,11285154,92.0
1141,5.4,18904.0,3.780489814635828,50000000,5437971,5983043,109.0
1142,6.4,72256.0,5.136369711805352,50000000,1224330,8004221,137.0
1143,6.3,72513.0,5.055699841917373,50000000,102118,26387039,109.0
1144,6.9,54.0,1.8932513605909584,50000000,102118,26387039,81.0
1145,7.3,10294.0,4.8305914719427285,50000000,46425,15505922,120.0
1146,6.1,31757.0,4.520456783830956,49000000,60477943,120592276,102.0
1147,5.9,93227.0,4.835408167103574,49000000,43905746,72689126,87.0
1148,6.8,255604.0,6.09773161999413,49000000,31569268,105002056,120.0
1149,6.4,18526.0,4.495482246098347,49000000,20423389,20423389,104.0
1150,6.6,101915.0,5.468008798879742,49000000,12816367,71004627,129.0
1151,8.2,760871.0,8.038405854724672,48000000,197171806,474171806,127.0
1152,7.1,354836.0,6.54392061714895,48000000,129094024,248218486,115.0
1153,7.6,209708.0,6.719953772316401,48000000,124107476,208300000,147.0
1154,6.8,283234.0,6.149085527234566,48000000,95308367,196308367,112.0
1155,6.7,183621.0,5.843073459455147,48000000,73118130,125213018,99.0
1156,6.8,95308.0,5.604167337455741,48000000,69304264,124304264,113.0
1157,7.3,109741.0,6.101667603150382,48000000,67363237,119736188,118.0
1158,6.7,173368.0,5.814749678726661,48000000,66488090,151463090,118.0
1159,7.1,174305.0,6.1725850101362125,48000000,60652036,107752036,114.0
1160,5.0,47451.0,3.8292530915043423,48000000,60022256,112610386,101.0
1161,6.4,118294.0,5.368493932553853,48000000,56607223,86607223,112.0
1162,7.7,316361.0,7.043047026353846,48000000,53606916,71171825,122.0
1163,7.4,186214.0,6.47495172600949,48000000,50315140,64978140,120.0
1164,6.1,106688.0,5.064320418443317,48000000,37879996,90376224,93.0
1165,7.0,94545.0,5.768733413973095,48000000,37562568,77562568,123.0
1166,6.5,18491.0,4.566879622803826,48000000,25928721,25928721,129.0
1167,7.0,234928.0,6.23751142320466,47500000,42754105,113244290,92.0
1168,7.0,75195.0,5.650797079436241,47500000,15436808,22152137,127.0
1169,6.2,62992.0,4.909149102565103,47000000,103738726,162738726,105.0
1170,7.9,703727.0,7.694115228735111,47000000,100546139,202754970,116.0
1171,6.1,168269.0,5.268822161199404,47000000,60240295,102825796,96.0
1172,6.8,101721.0,5.636747577191335,47000000,46293855,46293855,94.0
1173,6.5,29499.0,4.790251377418756,47000000,29781453,29781453,132.0
1174,6.2,83995.0,5.04041054473106,47000000,14970038,14970038,99.0
1175,4.7,59770.0,3.671401661803188,47000000,10547117,11022696,81.0
1176,5.8,15254.0,3.978742860603986,47000000,5707094,12900000,108.0
1177,7.1,114954.0,5.9551301614255845,46500000,7100177,23726626,161.0
1178,6.3,145602.0,5.378826910288652,46000000,126813153,298923419,105.0
1179,5.7,58621.0,4.472459156514523,46000000,93607673,160648493,102.0
1180,7.6,127006.0,6.439539846952518,46000000,92027888,150000000,111.0
1181,6.8,113780.0,5.692798875536859,46000000,85336277,250397798,85.0
1182,7.2,299055.0,6.547344655163628,46000000,67263182,113622499,118.0
1183,8.1,725927.0,7.910750241783747,46000000,61002302,113310547,153.0
1184,6.6,56196.0,5.178936843741696,46000000,59003384,100833145,116.0
1185,6.9,313994.0,6.293792740786235,45000000,181410615,302710615,86.0
1186,6.2,310531.0,5.636859142512366,45000000,139854287,377807404,92.0
1187,5.0,82504.0,4.032743114377716,45000000,130531208,358500000,91.0
1188,5.5,150013.0,4.691138298701093,45000000,110000082,155200000,84.0
1189,6.3,214711.0,5.55886673442643,45000000,106807667,213420951,109.0
1190,5.8,65999.0,4.603824188245885,45000000,104897530,185736412,93.0
1191,5.8,124993.0,4.876345263086408,45000000,101704370,243180937,93.0
1192,6.6,89715.0,5.406094794386198,45000000,100768056,187995859,141.0
1193,5.8,83308.0,4.703213031762276,45000000,95149435,134713435,113.0
1194,7.4,248856.0,6.632831833909711,45000000,93466502,174807445,97.0
1195,6.7,68532.0,5.357232112127134,45000000,92115211,117615211,119.0
1196,7.1,93726.0,5.8484822811935055,45000000,88625922,160971922,120.0
1197,6.8,114464.0,5.6957975393987965,45000000,83287363,178100000,117.0
1198,5.5,62857.0,4.339138251568565,45000000,82931301,155931301,101.0
1199,7.7,442262.0,7.2328444707703055,45000000,76261036,104505352,122.0
1200,6.5,190001.0,5.681052620985375,45000000,75395035,174278214,112.0
1201,7.4,166240.0,6.413175589825578,45000000,71423726,90523726,102.0
1202,5.3,164735.0,4.552263111994037,45000000,71277420,141189101,83.0
1203,7.1,279341.0,6.418954828658622,45000000,70141876,131237688,120.0
1204,7.3,154113.0,6.284046312687714,45000000,67264877,76665507,136.0
1205,5.5,129592.0,4.631923591157427,45000000,67061228,135808837,110.0
1206,6.5,72607.0,5.221002841156716,45000000,66790248,66790248,98.0
1207,4.8,106453.0,3.956165579935909,45000000,65598907,136998907,89.0
1208,6.7,202557.0,5.891455567968063,45000000,62318875,113417762,106.0
1209,7.2,82211.0,5.863270151354562,45000000,61696436,68590003,109.0
1210,5.7,116742.0,4.7613575336701,45000000,60786269,113916474,100.0
1211,7.6,499957.0,7.205764670508349,45000000,59472278,246546998,135.0
1212,5.8,61589.0,4.574312732431042,45000000,58617334,58617334,113.0
1213,5.6,67188.0,4.44788246224845,45000000,57362581,170362581,110.0
1214,5.9,83114.0,4.785563768467817,45000000,54767494,115097874,105.0
1215,6.4,51301.0,4.975090685917699,45000000,53854588,75854588,135.0
1216,6.7,200981.0,5.887605134463033,45000000,51019112,102746214,109.0
1217,6.2,198166.0,5.431959282449867,45000000,50648679,149871103,94.0
1218,4.3,12412.0,2.8504348218081748,45000000,48114556,48563556,93.0
1219,6.4,131443.0,5.418124866241412,45000000,47323100,82513490,131.0
1220,6.5,47471.0,5.017779211062651,45000000,46815000,94215000,111.0
1221,6.5,135174.0,5.518228558762005,45000000,46290741,127990741,117.0
1222,6.2,12247.0,4.162074502479966,45000000,40501717,152506414,93.0
1223,6.5,33694.0,4.853839552975449,45000000,38399961,43343247,112.0
1224,6.6,131888.0,5.593202127170286,45000000,36895141,65595141,102.0
1225,6.0,29736.0,4.415162337183493,45000000,35627222,35627222,96.0
1226,6.5,102272.0,5.384835075708503,45000000,32003620,61453420,94.0
1227,7.3,197160.0,6.416349436846934,45000000,31581712,71720838,152.0
1228,5.8,40224.0,4.392515081564196,45000000,28142535,49610898,88.0
1229,6.2,163947.0,5.345487682885897,45000000,28013509,161735791,89.0
1230,6.3,163781.0,5.433361933104125,45000000,27447471,27503491,137.0
1231,5.4,22894.0,3.856574350274833,45000000,25200412,59551283,86.0
1232,7.3,111632.0,6.110843766647403,45000000,24343673,29367143,133.0
1233,7.3,216104.0,6.4656250779158135,45000000,22951340,79604820,119.0
1234,5.5,96650.0,4.51323800770302,45000000,22532572,70216497,90.0
1235,7.5,89693.0,6.161130871398827,45000000,22345542,43092210,131.0
1236,5.4,20504.0,3.81276947783742,45000000,20404841,36404841,91.0
1237,5.1,7097.0,3.195522491575155,45000000,20150241,32630599,87.0
1238,6.1,33593.0,4.545681835599222,45000000,20133326,20133326,117.0
1239,6.8,61225.0,5.382750776592026,45000000,19719930,29406132,124.0
1240,5.7,4774.0,3.420697382059616,45000000,17811382,40166138,98.0
1241,5.0,34595.0,3.7130086915435183,45000000,17220599,17220599,100.0
1242,5.1,13242.0,3.4295633553434,45000000,16809014,17492014,86.0
1243,7.2,165897.0,6.235189443602856,45000000,15541549,65532491,128.0
1244,5.8,15203.0,3.9773137287697424,45000000,15527125,18120267,116.0
1245,5.3,57231.0,4.1399935308165245,45000000,15298133,46598133,99.0
1246,7.1,31552.0,5.279743508915557,45000000,13668249,34668249,192.0
1247,7.1,278898.0,6.418125736451596,45000000,13414714,41467606,95.0
1248,6.1,106000.0,5.061416812733728,45000000,13109815,21544732,119.0
1249,6.1,38221.0,4.60360832526446,45000000,11203026,11203026,106.0
1250,6.2,24587.0,4.479993116269958,45000000,10763520,13086137,116.0
1251,6.3,133421.0,5.338330133693226,45000000,8406711,164640401,101.0
1252,6.1,18787.0,4.2848558581336045,45000000,7916887,9676497,160.0
1253,6.4,21067.0,4.5560057965699405,45000000,7262288,8488871,85.0
1254,6.4,23532.0,4.608110320544359,45000000,4617608,31077418,139.0
1255,4.3,8448.0,2.728715397130596,45000000,3681811,31681811,108.0
1256,4.9,5024.0,2.940498728278069,45000000,2154540,2154540,103.0
1257,7.7,618743.0,7.423077594671625,44500000,136025503,227140757,120.0
1258,7.8,299205.0,7.10423022698249,44000000,183875760,353715317,130.0
1259,6.5,172259.0,5.6341708521138445,44000000,150415432,300400000,96.0
1260,7.5,226768.0,6.672956812514784,44000000,53300852,165600852,147.0
1261,6.4,63087.0,5.072470908767027,44000000,31206263,48478084,100.0
1262,5.7,19192.0,4.004181843254393,44000000,22730924,22730924,118.0
1263,6.5,336694.0,5.954674259097315,44000000,6105175,12342632,112.0
1264,6.7,15657.0,4.629444612069612,44000000,3484331,3484523,219.0
1265,6.6,174697.0,5.729703046319968,43000000,159581587,229727774,117.0
1266,7.3,87079.0,5.977432870808933,43000000,51768623,80013623,136.0
1267,6.1,51346.0,4.736097342460396,43000000,37035515,62063972,103.0
1268,5.1,59915.0,3.9959900567962183,43000000,24430272,63078756,84.0
1269,7.0,142892.0,5.981445812849194,43000000,10127625,22876948,116.0
1270,7.4,89731.0,6.077455360704449,43000000,3740823,46414530,108.0
1271,6.5,163062.0,5.607930565850038,42500000,29121498,76347393,93.0
1272,6.8,138066.0,5.789591513968732,42000000,158340892,270340892,154.0
1273,7.2,565211.0,6.884562545930889,42000000,138447667,202812429,109.0
1274,7.2,318583.0,6.580853686425044,42000000,116089678,363718196,124.0
1275,7.8,210895.0,6.903503021056431,42000000,108095955,218838386,135.0
1276,7.1,195621.0,6.23285365207124,42000000,106793915,227793915,84.0
1277,6.0,138380.0,5.093956660794433,42000000,88073507,173044410,90.0
1278,5.6,30069.0,4.1166179771222415,42000000,70052444,131052444,117.0
1279,7.0,34475.0,5.249154139151583,42000000,57000000,71000000,192.0
1280,4.6,36120.0,3.4200213987362917,42000000,45852178,60129558,90.0
1281,6.4,92634.0,5.2533557064576,42000000,45290318,73239258,105.0
1282,6.3,44348.0,4.827786340943642,42000000,41543207,63781100,115.0
1283,6.6,20536.0,4.690104154421201,42000000,41267469,41267469,126.0
1284,5.4,113345.0,4.492088932128137,42000000,37662162,91678442,100.0
1285,6.4,81713.0,5.194286963971648,42000000,35228696,56438555,119.0
1286,6.6,106704.0,5.49030711447131,42000000,34667015,156167015,133.0
1287,3.9,37409.0,2.889583977712163,42000000,30568743,41926605,90.0
1288,5.3,43029.0,4.028772010745848,42000000,26414527,36197221,91.0
1289,6.1,50883.0,4.732031968285314,42000000,24375436,56331864,120.0
1290,7.6,322028.0,6.959794634429466,42000000,24149632,60437727,122.0
1291,4.1,56114.0,3.1668426672930283,42000000,20844907,20844907,104.0
1292,6.5,22865.0,4.6684206878114205,42000000,19487173,66787173,119.0
1293,6.6,154353.0,5.66958103337638,42000000,18620000,49621440,102.0
1294,6.2,26664.0,4.516986546962871,42000000,5666340,8514325,100.0
1295,4.5,6876.0,2.7935953985782285,42000000,4408420,4408420,108.0
1296,7.2,295477.0,6.540968429455276,41000000,116724075,245768384,110.0
1297,7.3,178291.0,6.362318143720449,41000000,96368160,192133784,121.0
1298,6.2,213.0,2.313808199367898,41000000,96368160,192133784,94.0
1299,5.2,42314.0,3.9438593034409046,41000000,22108977,22108977,88.0
1300,6.2,46086.0,4.766598027503032,41000000,7204138,7684524,102.0
1301,8.2,998077.0,8.20212561039413,40000000,293506292,672806292,107.0
1302,7.0,360652.0,6.458269157595739,40000000,209218368,283218368,119.0
1303,6.2,188606.0,5.409404228815482,40000000,176591618,351774938,140.0
1304,4.2,322910.0,3.7880714242341855,40000000,166167230,570794950,125.0
1305,7.9,698755.0,7.6899940298307055,40000000,165364060,312898746,130.0
1306,6.7,333566.0,6.137350172678367,40000000,163958031,314709717,108.0
1307,7.2,483412.0,6.801748277171012,40000000,150098456,257858943,138.0
1308,5.9,103989.0,4.882831856603211,40000000,138614544,190212113,98.0
1309,6.4,503010.0,6.050063968674666,40000000,126573960,457507776,89.0
1310,7.5,291562.0,6.811641387200682,40000000,125095601,149804632,121.0
1311,7.8,538977.0,7.441987213582058,40000000,118450002,331971868,108.0
1312,6.5,89039.0,5.318569704333177,40000000,116735231,177835231,105.0
1313,7.5,164172.0,6.4947140706187785,40000000,108766007,152266007,149.0
1314,7.3,111440.0,6.109919196267315,40000000,107533925,132440066,128.0
1315,7.8,710533.0,7.600576235727425,40000000,96962694,224922135,120.0
1316,7.0,121856.0,5.899428446675903,40000000,94125426,131516178,123.0
1317,6.4,175798.0,5.555039204429235,40000000,93953653,181053657,129.0
1318,5.9,60090.0,4.6447571190242325,40000000,90862685,124827316,102.0
1319,5.1,123469.0,4.267307235971649,40000000,90710620,178710620,83.0
1320,6.0,139469.0,5.097417116997426,40000000,90411453,111711453,100.0
1321,5.6,146721.0,4.769686232392412,40000000,89138076,161838076,116.0
1322,7.4,452725.0,6.958639832661266,40000000,88055283,244087259,118.0
1323,7.3,299922.0,6.64166582018607,40000000,86260045,152962083,128.0
1324,5.6,139433.0,4.748694352127809,40000000,86208010,156553592,109.0
1325,6.0,143272.0,5.109293270966751,40000000,83911193,195111193,109.0
1326,7.3,65863.0,5.82745414355922,40000000,81612565,120455994,120.0
1327,7.4,215629.0,6.554803120097975,40000000,81292135,128792130,139.0
1328,7.1,255995.0,6.373363655581724,40000000,75764672,197115710,121.0
1329,7.7,173841.0,6.703842271570352,40000000,75505856,75505856,112.0
1330,7.7,149953.0,6.62009853214496,40000000,75305995,124823094,152.0
1331,8.0,773436.0,7.84877258559294,40000000,74103820,158527918,124.0
1332,7.6,314552.0,6.9466602203584,40000000,72313754,162498338,142.0
1333,6.6,151479.0,5.660454173136483,40000000,72266306,150886329,90.0
1334,7.0,209211.0,6.177801523147066,40000000,72013010,92302502,105.0
1335,6.0,136324.0,5.087348534601951,40000000,70836296,70836296,114.0
1336,8.0,159162.0,6.918241622006246,40000000,70405498,205400000,189.0
1337,4.8,44442.0,3.64767334123388,40000000,70165972,137047376,99.0
1338,6.4,100311.0,5.290846804960903,40000000,69030436,133345583,121.0
1339,8.1,533954.0,7.727707752565816,40000000,67209615,169023926,139.0
1340,6.1,109722.0,5.076905539102645,40000000,66808615,145238250,123.0
1341,5.1,108486.0,4.218763725946671,40000000,66477700,187384627,82.0
1342,6.3,118990.0,5.285270602856804,40000000,65631050,200266441,112.0
1343,6.4,204975.0,5.627344059797058,40000000,64167069,139474906,102.0
1344,6.8,263594.0,6.113131516765954,40000000,63686397,136123083,113.0
1345,6.3,180468.0,5.478334478504344,40000000,61153526,92994927,109.0
1346,5.8,114702.0,4.839680026037562,40000000,59588068,141484812,98.0
1347,6.4,107423.0,5.323101634112812,40000000,58855732,58855732,106.0
1348,7.3,241630.0,6.525590942268005,40000000,58009200,87145086,118.0
1349,7.0,72275.0,5.630398739771825,40000000,57806952,58501127,105.0
1350,6.2,101247.0,5.125624926452098,40000000,55143823,71743823,108.0
1351,5.2,69344.0,4.132844331528397,40000000,54979992,87949859,96.0
1352,6.3,175759.0,5.466079048713572,40000000,54445357,105945357,108.0
1353,7.7,140240.0,6.582160021212394,40000000,54228104,75389090,131.0
1354,8.5,1342184.0,8.692280784168494,40000000,53089891,104407366,130.0
1355,6.8,151737.0,5.836829309398345,40000000,52330111,114830111,99.0
1356,6.4,234509.0,5.6907273916095065,40000000,52000688,127234389,107.0
1357,6.6,47428.0,5.09656389115697,40000000,51853450,55249159,105.0
1358,6.7,100627.0,5.546585189151102,40000000,51185000,191199996,130.0
1359,7.8,316433.0,7.136357827607075,40000000,50866635,121032272,139.0
1360,6.5,104326.0,5.3943446884966,40000000,50572589,146196885,104.0
1361,6.0,11273.0,3.986978249452752,40000000,49851591,49851591,116.0
1362,6.5,199694.0,5.704848248613001,40000000,47958031,92110539,96.0
1363,6.5,117298.0,5.450392807590223,40000000,47907715,92256918,104.0
1364,6.8,35356.0,5.108036449157386,40000000,47047013,65282732,134.0
1365,5.8,73132.0,4.64761853881592,40000000,46012734,106548738,101.0
1366,7.2,77340.0,5.830914740531014,40000000,45916769,45916769,135.0
1367,6.0,23832.0,4.317456424800196,40000000,44948240,44948240,106.0
1368,7.3,78723.0,5.923250193400818,40000000,44212592,58250151,155.0
1369,5.9,118649.0,4.940081974449005,40000000,42587643,155011165,92.0
1370,6.8,99514.0,5.625773045870992,40000000,42402632,75984700,129.0
1371,6.2,45956.0,4.76530945124657,40000000,42071069,50071069,104.0
1372,5.1,114029.0,4.2374622126553945,40000000,38543473,126069509,94.0
1373,6.2,153026.0,5.314041741293611,40000000,38180928,95989590,111.0
1374,5.6,27107.0,4.073890316169938,40000000,37752931,90717684,103.0
1375,6.9,255942.0,6.190013679387548,40000000,37412945,101162106,104.0
1376,5.8,37872.0,4.366803504360529,40000000,37134215,41294674,95.0
1377,6.4,102932.0,5.302992330623512,40000000,36665854,72295262,108.0
1378,6.5,135349.0,5.518847298646686,40000000,36443442,96398826,123.0
1379,6.3,117968.0,5.281272227117457,40000000,36343858,118509836,104.0
1380,4.8,12792.0,3.207859658457004,40000000,36037909,51867723,94.0
1381,7.2,94406.0,5.936541510488444,40000000,34416893,34469241,140.0
1382,5.9,37300.0,4.437759788021588,40000000,33864342,53864342,102.0
1383,6.0,79104.0,4.847079800080446,40000000,33562069,78998245,117.0
1384,5.7,52255.0,4.424248539786004,40000000,33035397,47787943,110.0
1385,5.7,61092.0,4.489774408518287,40000000,32862104,49686263,110.0
1386,7.3,105035.0,6.07812690219419,40000000,31886361,52837989,133.0
1387,6.0,25950.0,4.355042584452808,40000000,31835600,31835600,108.0
1388,6.0,169649.0,5.183892537467173,40000000,31715062,112930957,104.0
1389,6.5,79973.0,5.2672139119669374,40000000,31011732,59795070,107.0
1390,5.4,48112.0,4.151635984224608,40000000,30981850,46666955,117.0
1391,6.8,113152.0,5.690029800238588,40000000,30316271,53624424,125.0
1392,5.7,30228.0,4.194694860151822,40000000,30199105,40390931,117.0
1393,6.4,61276.0,5.058755815137389,40000000,29817991,69817991,113.0
1394,5.1,14872.0,3.473122898345497,40000000,29374178,40435694,107.0
1395,6.8,54178.0,5.321572448205545,40000000,29077547,31670620,135.0
1396,5.5,14410.0,3.743093922597475,40000000,28544120,28544120,90.0
1397,5.5,6837.0,3.441387939116696,40000000,28370522,57424952,91.0
1398,4.5,34151.0,3.3242481741549543,40000000,27682712,27682712,96.0
1399,7.1,182343.0,6.196135554351421,40000000,27466489,103913405,119.0
1400,4.7,14726.0,3.186970024977048,40000000,27053815,27053815,104.0
1401,5.5,95912.0,4.510136224564687,40000000,26844692,314101190,107.0
1402,6.7,114766.0,5.611396037956969,40000000,26814957,78269970,115.0
1403,5.6,45240.0,4.284922976696686,40000000,25584504,31192425,88.0
1404,6.7,91557.0,5.500021385426802,40000000,25288103,65754228,119.0
1405,5.6,43704.0,4.270690954721341,40000000,25126214,62226214,99.0
1406,5.4,95307.0,4.423222771613667,40000000,24827228,91126600,95.0
1407,6.2,18290.0,4.3450304164140885,40000000,24172899,24172899,128.0
1408,6.2,17018.0,4.312148697366356,40000000,22772500,38172500,86.0
1409,6.1,25584.0,4.423448701774774,40000000,22433915,22505932,108.0
1410,5.9,13938.0,4.010449676811389,40000000,22365133,22365133,128.0
1411,5.7,86827.0,4.637201189555588,40000000,21218403,125729635,98.0
1412,4.1,28629.0,2.9638374152573155,40000000,21176322,46176322,84.0
1413,7.9,237391.0,7.0624886735580015,40000000,21002919,46458811,87.0
1414,5.4,28951.0,3.949833827946663,40000000,20706452,27506412,91.0
1415,5.0,69586.0,3.970100033318968,40000000,20350754,37750754,128.0
1416,6.2,21261.0,4.41369243847486,40000000,20278055,20278055,111.0
1417,6.5,19983.0,4.603989842550523,40000000,20157300,25268680,107.0
1418,7.5,227278.0,6.674196444031079,40000000,19019882,169590606,114.0
1419,5.8,43354.0,4.424492570316464,40000000,18450127,20790486,91.0
1420,7.2,120518.0,6.065901270210153,40000000,17318007,32903549,133.0
1421,7.3,53966.0,5.720452037038549,40000000,16790139,26033563,143.0
1422,6.5,113769.0,5.4357837668393705,40000000,15962471,60862471,123.0
1423,6.6,65365.0,5.252330432973605,40000000,15767460,29312121,121.0
1424,5.1,35182.0,3.796218897646802,40000000,14967182,19417182,102.0
1425,5.9,19566.0,4.157682953531205,40000000,14942422,14942422,101.0
1426,5.9,64197.0,4.673456332806631,40000000,14904426,28804426,105.0
1427,4.6,11391.0,3.0294475140204877,40000000,14375181,14375181,107.0
1428,6.0,25611.0,4.349237658077844,40000000,14358033,14358033,99.0
1429,5.8,12987.0,3.910084135253333,40000000,14279575,19756077,111.0
1430,5.8,46958.0,4.458569374111919,40000000,14046595,39753957,119.0
1431,4.9,23966.0,3.5037755234544288,40000000,14018364,21156715,91.0
1432,6.3,16042.0,4.356449466022754,40000000,13508635,13508635,106.0
1433,6.2,53533.0,4.834926648997787,40000000,13395939,35195939,103.0
1434,6.2,93648.0,5.090034884523764,40000000,13391791,33974421,111.0
1435,6.4,11243.0,4.260310601132239,40000000,12082391,12345883,100.0
1436,5.8,41915.0,4.410088020401961,40000000,10664749,24478613,115.0
1437,6.7,153391.0,5.754399255201951,40000000,10330853,17033431,108.0
1438,5.9,58798.0,4.635321846627724,40000000,9652000,10070651,89.0
1439,5.6,38266.0,4.215942547379309,40000000,7388654,16340767,106.0
1440,5.1,4880.0,3.054987625731968,40000000,7000000,7000000,115.0
1441,8.0,127414.0,6.787289176726764,40000000,6738000,26736665,159.0
1442,5.1,21145.0,3.605176102911676,40000000,6115824,33222314,103.0
1443,5.9,57760.0,4.627590064624735,40000000,5775076,31124367,110.0
1444,6.4,24367.0,4.624529250217587,40000000,5332621,9429910,149.0
1445,4.4,5573.0,2.660569048618087,40000000,4835968,12624471,93.0
1446,5.7,19551.0,4.011954139203637,40000000,4777007,16172200,88.0
1447,7.1,365980.0,6.560074260136069,40000000,4563029,86808204,126.0
1448,7.2,253690.0,6.460194653110727,40000000,3688560,32030610,107.0
1449,7.2,82187.0,5.863115480654034,40000000,2816518,14938149,111.0
1450,6.0,8942.0,3.8847156882604814,40000000,1641825,6341825,121.0
1451,4.3,3092.0,2.410725307896822,40000000,915840,915840,94.0
1452,6.8,25592.0,4.946341893558351,40000000,876671,7729552,101.0
1453,5.7,4312.0,3.378011953696868,40000000,463730,463730,93.0
1454,5.0,71503.0,3.9800974209241904,39000000,59950623,80200000,125.0
1455,5.5,39034.0,4.146344947554571,39000000,42674040,69538833,102.0
1456,6.9,110466.0,5.763449013691686,39000000,35287788,81150788,87.0
1457,5.8,23077.0,4.1554091170254805,39000000,30356589,37956589,93.0
1458,7.8,298107.0,7.10212035049075,39000000,25514517,40319440,119.0
1459,6.6,151634.0,5.660950801992069,39000000,12796824,26796824,86.0
1460,5.3,7258.0,3.334754231078241,39000000,5881504,6429865,110.0
1461,6.8,390287.0,6.309489605655959,38000000,144512310,206458372,106.0
1462,6.2,116019.0,5.187750528216939,38000000,127214072,182365114,108.0
1463,6.4,221959.0,5.664828351530425,38000000,88915214,205298907,96.0
1464,6.6,83266.0,5.369870487697427,38000000,75671262,120000000,118.0
1465,6.2,29455.0,4.562397528978615,38000000,73921000,126422949,89.0
1466,4.4,38564.0,3.286788556701818,38000000,71091594,107453907,94.0
1467,6.2,116137.0,5.188214246973793,38000000,60323786,117425156,111.0
1468,6.9,117543.0,5.794973401269522,38000000,58709717,116809717,122.0
1469,6.5,134088.0,5.514370833361269,38000000,53374681,105887837,115.0
1470,7.6,98546.0,6.297672143563446,38000000,50699241,73956241,146.0
1471,6.4,169227.0,5.5371011955816885,38000000,42025135,94763758,119.0
1472,6.2,55584.0,4.85207715458376,38000000,40334024,57753825,123.0
1473,5.7,44654.0,4.358325794137659,38000000,39177215,50970660,115.0
1474,5.2,111567.0,4.314783594717508,38000000,34912982,111336398,112.0
1475,6.1,112685.0,5.088864668676598,38000000,31811527,49678401,111.0
1476,8.1,484171.0,7.6693803954068756,38000000,26947624,98159204,123.0
1477,5.7,24761.0,4.111029436236652,38000000,24044532,29544532,102.0
1478,5.5,10746.0,3.624370313062312,38000000,22770864,24515990,98.0
1479,6.6,100968.0,5.463475521934427,38000000,21704844,39178189,110.0
1480,5.6,21845.0,3.984968069011716,38000000,21277892,46819069,94.0
1481,7.6,71562.0,6.118760300047629,38000000,18340051,24555177,134.0
1482,6.2,19932.0,4.38424789390365,38000000,17378193,17378193,118.0
1483,6.2,135165.0,5.257426304188551,38000000,16999934,27573078,103.0
1484,6.3,43925.0,4.823343945698704,38000000,16991902,19317765,105.0
1485,6.8,88613.0,5.567727120902745,38000000,12668325,12668325,118.0
1486,5.6,21722.0,3.982641598898837,38000000,12180032,15779261,102.0
1487,6.6,24347.0,4.772766709784147,38000000,10229300,10229300,129.0
1488,6.4,67133.0,5.101741319282995,38000000,7873007,17831558,90.0
1489,6.4,14504.0,4.380233894641628,38000000,6504442,6504442,118.0
1490,6.9,66235.0,5.503777374799741,38000000,3143056,14636067,122.0
1491,5.2,6119.0,3.204036651395585,38000000,623374,623374,90.0
1492,5.7,73877.0,4.569464887955761,37500000,41152203,88473016,110.0
1493,7.1,177317.0,6.181534715545045,37500000,16247159,29044338,138.0
